conf_percent,class_percent,localisation_percent,fold_0_auprc,fold_0_auroc,fold_1_auprc,fold_1_auroc,fold_2_auprc,fold_2_auroc,fold_3_auprc,fold_3_auroc,fold_4_auprc,fold_4_auroc,mean_fold_auprc,mean_fold_auroc,equal_weight_distance
0,15,85,0.9538467943218919,0.857924645336855,0.9561874223208094,0.8798738338244886,0.9525987676689568,0.8611371284986209,0.9695389335953903,0.8904917684921575,0.9664408325019188,0.8868322688547408,0.9597225500817934,0.8752519290013726,0.6416125518306719
0,16,84,0.9539072089260723,0.858109730476019,0.9560905254176842,0.8797211430864906,0.9527181511210375,0.8613728998585372,0.9695794978868958,0.8906438436101926,0.9664478185309422,0.8868921340831453,0.9597486403765265,0.8753479502228769,0.6307667292007931
0,17,83,0.9539061235597942,0.8581572523360746,0.9559602187178959,0.8795859027185495,0.9527929112142088,0.8615150086234182,0.9695327767514875,0.8906084773036728,0.9664456799777402,0.8869370330044487,0.9597275420442253,0.8753607347972328,0.6200537611100078
0,18,82,0.9539264787418384,0.8583098225183584,0.9558093595167723,0.8793285097602102,0.9529586128864134,0.8617184825367706,0.9695378200470914,0.8906827465473643,0.9664465923399402,0.886966965618651,0.9597357727064111,0.8754013053962708,0.6094806532341012
0,19,81,0.9539077308040441,0.8584273765932329,0.9556757311521071,0.8791452808746125,0.9530254779096721,0.8618153748764623,0.9695536942194898,0.8907570157910558,0.966409194529367,0.8869183251205723,0.959714365722936,0.8754126746511872,0.5990548110704618
0,20,80,0.9538244090838242,0.858387358184765,0.9555732337586891,0.8790144030991858,0.9531154040199392,0.8619348754287486,0.9695269355483602,0.8907817722056197,0.9663683752445703,0.8868846509295948,0.9596816715310765,0.8754006119695827,0.5887840577551897
0,21,79,0.9537830148032913,0.8584198731416451,0.9554565572446643,0.8788726188424734,0.9532207312740568,0.8620479164917222,0.9695224818312174,0.8908136018814875,0.9663250405407054,0.8868322688547408,0.959661565138787,0.8753972558424138,0.5786766512195447
0,22,78,0.9536651019356762,0.8583998639374112,0.9553203162601837,0.8786632144017904,0.9533057386930255,0.8621157411295063,0.9695163771657803,0.8908312850347474,0.9663054206092067,0.8868397520082913,0.9596225909327745,0.8753699713023494,0.5687413002997643
0,23,77,0.953630418802897,0.8584573903995838,0.9552131832918129,0.8785192488488209,0.9533425906322299,0.8621092816401935,0.9695199794243742,0.8908878711251791,0.966296724292093,0.8869033588134712,0.9596005792886814,0.8753754301654497,0.5589871793401586
0,24,76,0.9535139099400818,0.8583498409268263,0.9550234902778277,0.8782618558904814,0.9533913544295898,0.8620769841936297,0.9694789561324942,0.8909126275397429,0.9662626210788599,0.8868846509295948,0.9595340663717706,0.875297191896055,0.5494239407476404
